date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:56:07	19601/19601	---MCZ	200	added ('OK')	text/css	etag:W/%22609c6975-4c91%22	https://preview.wolfthemes.live/milu/wp-includes/css/admin-bar.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/wp-includes/css/admin-bar.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:08	51127/51127	---MCZ	200	added ('OK')	text/css	etag:W/%2260c5d8c8-c7b7%22	https://preview.wolfthemes.live/app/cache/autoptimize/28/css/autoptimize_single_aa609105399688ecf210a57fe8152704.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/cache/autoptimize/28/css/autoptimize_single_aa609105399688ecf210a57fe8152704.css	(from https://preview.wolfthemes.live/milu/)
00:56:08	510/510	---MCZ	200	added ('OK')	text/css	etag:W/%225f47b611-1fe%22	https://preview.wolfthemes.live/app/plugins/wolf-twitter/assets/css/twitter.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/wolf-twitter/assets/css/twitter.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:08	2830/2830	---MCZ	200	added ('OK')	text/css	etag:W/%2260c5d8c8-b0e%22	https://preview.wolfthemes.live/app/cache/autoptimize/28/css/autoptimize_single_7e05688b139225ae69d8d4a80714697c.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/cache/autoptimize/28/css/autoptimize_single_7e05688b139225ae69d8d4a80714697c.css	(from https://preview.wolfthemes.live/milu/)
00:56:08	37/37	---M--	200	added ('OK')	text/css	etag:%225f4fe9a7-25%22	https://preview.wolfthemes.live/app/plugins/wolf-custom-post-meta/assets/css/wcpm.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/wolf-custom-post-meta/assets/css/wcpm.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:09	4308/4308	---MCZ	200	added ('OK')	text/css	etag:W/%22608062ee-10d4%22	https://preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/swipebox.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/swipebox.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:09	4420/4420	---MCZ	200	added ('OK')	text/css	etag:W/%2260ba41f3-1144%22	https://preview.wolfthemes.live/app/plugins/js_composer/assets/lib/flexslider/flexslider.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/js_composer/assets/lib/flexslider/flexslider.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:09	2348/2348	---MCZ	200	added ('OK')	text/css	etag:W/%22608062ee-92c%22	https://preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/flickity.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/flickity.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:10	3383/3383	---MCZ	200	added ('OK')	text/css	etag:W/%22608062ee-d37%22	https://preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/lity.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/lity.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:10	31551/31551	---MCZ	200	added ('OK')	text/css	etag:W/%2260c5d8c8-7b3f%22	https://preview.wolfthemes.live/app/cache/autoptimize/28/css/autoptimize_single_de88d60dd10b2ffd8503330924313e9f.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/cache/autoptimize/28/css/autoptimize_single_de88d60dd10b2ffd8503330924313e9f.css	(from https://preview.wolfthemes.live/milu/)
00:56:10	298482/298482	---MCZ	200	added ('OK')	text/css	etag:W/%2260c5d8c9-48df2%22	https://preview.wolfthemes.live/app/cache/autoptimize/28/css/autoptimize_single_9ef43f6ac15e4166e02cfdfac299acf3.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/cache/autoptimize/28/css/autoptimize_single_9ef43f6ac15e4166e02cfdfac299acf3.css	(from https://preview.wolfthemes.live/milu/)
00:56:11	2461/2461	---MCZ	200	added ('OK')	text/css	etag:W/%225f47bf9a-99d%22	https://preview.wolfthemes.live/app/plugins/wolf-woocommerce-quickview/assets/css/quickview.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/wolf-woocommerce-quickview/assets/css/quickview.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:11	11039/11039	---MCZ	200	added ('OK')	text/css	etag:W/%22608062ee-2b1f%22	https://preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/socicon/socicon.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/socicon/socicon.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:11	43191/43191	---MCZ	200	added ('OK')	text/css	etag:W/%22608062ee-a8b7%22	https://preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/linea-icons/linea-icons.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/linea-icons/linea-icons.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:11	7049/7049	---MCZ	200	added ('OK')	text/css	etag:W/%22608062ee-1b89%22	https://preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/linearicons/linearicons.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/linearicons/linearicons.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:12	11256/11256	---MCZ	200	added ('OK')	text/css	etag:W/%22609c6975-2bf8%22	https://preview.wolfthemes.live/milu/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:12	4186/4186	---MCZ	200	added ('OK')	text/css	etag:W/%22609c6975-105a%22	https://preview.wolfthemes.live/milu/wp-includes/js/mediaelement/wp-mediaelement.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/wp-includes/js/mediaelement/wp-mediaelement.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:12	1910/1910	---MCZ	200	added ('OK')	text/css	etag:W/%2260ba41f3-776%22	https://preview.wolfthemes.live/app/themes/milu/assets/css/lib/normalize.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/themes/milu/assets/css/lib/normalize.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:12	17539/17539	---MCZ	200	added ('OK')	text/css	etag:W/%2260ba41f3-4483%22	https://preview.wolfthemes.live/app/themes/milu/assets/css/lib/jquery.fancybox.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/themes/milu/assets/css/lib/jquery.fancybox.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:13	614961/614961	---MCZ	200	added ('OK')	text/css	etag:W/%2260ba41f3-96231%22	https://preview.wolfthemes.live/app/themes/milu/assets/css/main.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/themes/milu/assets/css/main.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:13	50/50	---M--	200	added ('OK')	text/css	etag:%2260ba41f3-32%22	https://preview.wolfthemes.live/app/themes/milu/assets/css/single-post.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/themes/milu/assets/css/single-post.css	(from https://preview.wolfthemes.live/milu/)
00:56:13	698/698	---MCZ	200	added ('OK')	text/css	etag:W/%2260ba41f3-2ba%22	https://preview.wolfthemes.live/app/themes/milu/style.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/themes/milu/style.css	(from https://preview.wolfthemes.live/milu/)
00:56:14	485416/485416	---MCZ	200	added ('OK')	text/css	etag:W/%2260ba41f3-76828%22	https://preview.wolfthemes.live/app/plugins/js_composer/assets/css/js_composer.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/js_composer/assets/css/js_composer.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:14	889/889	---MCZ	200	added ('OK')	text/css	etag:W/%225f47c02d-379%22	https://preview.wolfthemes.live/app/plugins/wolf-woocommerce-wishlist/assets/css/wishlist.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/wolf-woocommerce-wishlist/assets/css/wishlist.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:14	31976/31976	---MCZ	200	added ('OK')	text/css	etag:W/%22608062ee-7ce8%22	https://preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/ionicons/ionicons.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/ionicons/ionicons.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:14	9055/9055	---MCZ	200	added ('OK')	text/css	etag:W/%22608062ee-235f%22	https://preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/dripicons/dripicons.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/dripicons/dripicons.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:15	15042/15042	---MCZ	200	added ('OK')	text/css	etag:W/%22608062ee-3ac2%22	https://preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/elegant-icons/elegant-icons.min.css	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/css/lib/elegant-icons/elegant-icons.min.css	(from https://preview.wolfthemes.live/milu/)
00:56:15	89496/89496	---MCZ	200	added ('OK')	application/javascript	etag:W/%22609c6975-15d98%22	https://preview.wolfthemes.live/milu/wp-includes/js/jquery/jquery.min.js	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/wp-includes/js/jquery/jquery.min.js	(from https://preview.wolfthemes.live/milu/)
00:56:15	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%22609c6975-2bd8%22	https://preview.wolfthemes.live/milu/wp-includes/js/jquery/jquery-migrate.min.js	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/wp-includes/js/jquery/jquery-migrate.min.js	(from https://preview.wolfthemes.live/milu/)
00:56:15	15498/15498	---MCZ	200	added ('OK')	application/javascript	etag:W/%22608062ee-3c8a%22	https://preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/js/lib/jarallax/jarallax.min.js	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/wolf-visual-composer/assets/js/lib/jarallax/jarallax.min.js	(from https://preview.wolfthemes.live/milu/)
00:56:18	53074/53074	---MCZ	200	added ('OK')	application/json	date:Mon,%2005%20Jul%202021%2019:26:17%20GMT	https://preview.wolfthemes.live/milu/wp-json/wp/v2/pages/3922	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/wp-json/wp/v2/pages/3922.json	(from https://preview.wolfthemes.live/milu/)
00:56:18	897280/897280	---MCZ	200	added ('OK')	application/json	date:Mon,%2005%20Jul%202021%2019:26:17%20GMT	https://preview.wolfthemes.live/milu/wp-json/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/wp-json/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:19	882/882	---MC-	200	added ('OK')	text/xml	date:Mon,%2005%20Jul%202021%2019:26:18%20GMT	https://preview.wolfthemes.live/milu/xmlrpc.php?rsd	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/xmlrpc0db0.php	(from https://preview.wolfthemes.live/milu/)
00:56:19	1045/1045	---M--	200	added ('OK')	text/xml	etag:%22609c6975-415%22	https://preview.wolfthemes.live/milu/wp-includes/wlwmanifest.xml	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/wp-includes/wlwmanifest.xml	(from https://preview.wolfthemes.live/milu/)
00:56:21	2278/2278	---MCZ	200	added ('OK')	application/json	date:Mon,%2005%20Jul%202021%2019:26:20%20GMT	https://preview.wolfthemes.live/milu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.wolfthemes.live%2Fmilu%2F	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/wp-json/oembed/1.0/embed0d99.json	(from https://preview.wolfthemes.live/milu/)
00:56:23	2368/2368	---MC-	200	added ('OK')	text/xml	date:Mon,%2005%20Jul%202021%2019:26:22%20GMT	https://preview.wolfthemes.live/milu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpreview.wolfthemes.live%2Fmilu%2F&format=xml	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/wp-json/oembed/1.0/embedbd45	(from https://preview.wolfthemes.live/milu/)
00:56:23	555/555	---M--	200	added ('OK')	image/jpeg	etag:%225d324e28-22b%22	https://preview.wolfthemes.live/app/uploads/sites/28/2019/07/cropped-favicon-32x32.jpg	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/uploads/sites/28/2019/07/cropped-favicon-32x32.jpg	(from https://preview.wolfthemes.live/milu/)
00:56:23	2988/2988	---M--	200	added ('OK')	image/jpeg	etag:%225d324e28-bac%22	https://preview.wolfthemes.live/app/uploads/sites/28/2019/07/cropped-favicon-192x192.jpg	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/uploads/sites/28/2019/07/cropped-favicon-192x192.jpg	(from https://preview.wolfthemes.live/milu/)
00:56:23	2737/2737	---M--	200	added ('OK')	image/jpeg	etag:%225d324e28-ab1%22	https://preview.wolfthemes.live/app/uploads/sites/28/2019/07/cropped-favicon-180x180.jpg	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/uploads/sites/28/2019/07/cropped-favicon-180x180.jpg	(from https://preview.wolfthemes.live/milu/)
00:56:24	12269/12269	---M--	200	added ('OK')	image/png	etag:%225d28cf25-2fed%22	https://preview.wolfthemes.live/app/uploads/sites/28/2019/07/wave-separator-white.png	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/uploads/sites/28/2019/07/wave-separator-white.png	(from https://preview.wolfthemes.live/milu/)
00:56:25	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jul%202021%2019:26:24%20GMT	http://preview.wolfthemes.live/app/plugins/revslider/public/assets/assets/transparent.png	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/revslider/public/assets/assets/transparent.2d.delayed	(from https://preview.wolfthemes.live/milu/)
00:56:25	266115/266115	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jul%202021%2008:34:45%20GMT	https://preview.wolfthemes.live/milu/main-home/home-ii/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/main-home/home-ii/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:26	237879/237879	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jul%202021%2007:59:10%20GMT	https://preview.wolfthemes.live/milu/main-home/home-iii/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/main-home/home-iii/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:26	280688/280688	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jul%202021%2008:34:46%20GMT	https://preview.wolfthemes.live/milu/main-home/home-blocks/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/main-home/home-blocks/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:26	122/122	---M--	200	added ('OK')	image/png	etag:%2260ba41f3-7a%22	https://preview.wolfthemes.live/app/plugins/revslider/public/assets/assets/transparent.png	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/plugins/revslider/public/assets/assets/transparent.png	(from https://preview.wolfthemes.live/milu/)
00:56:27	259899/259899	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:45:49%20GMT	https://preview.wolfthemes.live/milu/main-home/agency/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/main-home/agency/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:29	233299/233299	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:13:22%20GMT	https://preview.wolfthemes.live/milu/main-home/app-presentation/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/main-home/app-presentation/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:29	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jul%202021%2019:26:27%20GMT	http://preview.wolfthemes.live/app/uploads/sites/28/2019/07/data-analysis-plants.png	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/uploads/sites/28/2019/07/data-analysis-plants.2f.delayed	(from https://preview.wolfthemes.live/milu/)
00:56:29	130410/130410	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2013:46:46%20GMT	https://preview.wolfthemes.live/milu/main-home/one-page/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/main-home/one-page/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:30	133069/133069	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2005:45:49%20GMT	https://preview.wolfthemes.live/milu/main-home/interactive-links/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/main-home/interactive-links/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:31	56738/56738	---M--	200	added ('OK')	image/png	etag:%225d2cae18-dda2%22	https://preview.wolfthemes.live/app/uploads/sites/28/2019/07/data-analysis-plants.png	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/uploads/sites/28/2019/07/data-analysis-plants.png	(from https://preview.wolfthemes.live/milu/)
00:56:31	130710/130710	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2019:26:30%20GMT	https://preview.wolfthemes.live/milu/pages/coming-soon/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/pages/coming-soon/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:31	249633/249633	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2004:53:28%20GMT	https://preview.wolfthemes.live/milu/landing/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/landing/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:32	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jul%202021%2019:26:31%20GMT	http://preview.wolfthemes.live/app/uploads/sites/28/2019/07/data-analysis-phone-bg.png	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/uploads/sites/28/2019/07/data-analysis-phone-bg.31.delayed	(from https://preview.wolfthemes.live/milu/)
00:56:32	186349/186349	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jul%202021%2008:34:50%20GMT	https://preview.wolfthemes.live/milu/pages/about-me/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/pages/about-me/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:33	214777/214777	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2009:48:16%20GMT	https://preview.wolfthemes.live/milu/pages/about-us/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/pages/about-us/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:33	214796/214796	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jul%202021%2008:34:53%20GMT	https://preview.wolfthemes.live/milu/pages/our-team/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/pages/our-team/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:34	38768/38768	---M--	200	added ('OK')	image/png	etag:%225d2cae7a-9770%22	https://preview.wolfthemes.live/app/uploads/sites/28/2019/07/data-analysis-phone-bg.png	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/uploads/sites/28/2019/07/data-analysis-phone-bg.png	(from https://preview.wolfthemes.live/milu/)
00:56:35	220642/220642	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jul%202021%2008:34:52%20GMT	https://preview.wolfthemes.live/milu/pages/our-services/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/pages/our-services/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:35	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jul%202021%2019:26:34%20GMT	http://preview.wolfthemes.live/app/uploads/sites/28/2019/07/da7.png	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/uploads/sites/28/2019/07/da7.33.delayed	(from https://preview.wolfthemes.live/milu/)
00:56:35	198016/198016	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jul%202021%2008:34:53%20GMT	https://preview.wolfthemes.live/milu/pages/pricing-plans/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/pages/pricing-plans/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:36	195165/195165	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jul%202021%2008:34:55%20GMT	https://preview.wolfthemes.live/milu/pages/faq/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/pages/faq/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:36	17704/17704	---M--	200	added ('OK')	image/png	etag:%225d2cae9c-4528%22	https://preview.wolfthemes.live/app/uploads/sites/28/2019/07/da7.png	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/uploads/sites/28/2019/07/da7.png	(from https://preview.wolfthemes.live/milu/)
00:56:37	195188/195188	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Jul%202021%2019:26:35%20GMT	https://preview.wolfthemes.live/milu/pages/contact-us/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/pages/contact-us/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:37	193324/193324	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jul%202021%2008:34:56%20GMT	https://preview.wolfthemes.live/milu/pages/our-clients/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/pages/our-clients/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:37	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jul%202021%2019:26:36%20GMT	http://preview.wolfthemes.live/app/uploads/sites/28/2019/07/da5.png	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/uploads/sites/28/2019/07/da5.35.delayed	(from https://preview.wolfthemes.live/milu/)
00:56:38	129695/129695	---M-Z	200	added ('OK')	text/html	date:Sun,%2004%20Jul%202021%2008:34:56%20GMT	https://preview.wolfthemes.live/milu/pages/maintenance/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/pages/maintenance/index.html	(from https://preview.wolfthemes.live/milu/)
00:56:38	2868/2868	---M--	200	added ('OK')	image/png	etag:%225d2cae8f-b34%22	https://preview.wolfthemes.live/app/uploads/sites/28/2019/07/da5.png	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/app/uploads/sites/28/2019/07/da5.png	(from https://preview.wolfthemes.live/milu/)
00:56:39	172522/172522	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Jul%202021%2019:26:37%20GMT	https://preview.wolfthemes.live/milu/pages/custom-404/	E:/Projects/Ujja%20TOS/ujja%20India/preview.wolfthemes.live/milu/pages/custom-404/index.html	(from https://preview.wolfthemes.live/milu/)
